,character,line,movie,year,words,Adam McKay,Anna Boden,Art Marcum,Ashley Edward Miller,Chris McKenna,Christopher Ford,Christopher Markus,Christopher Yost,Craig Kyle,Don Payne,Drew Pearce,Edgar Wright,Eric Pearson,Erik Sommers,Geneva Robertson-Dworet,Hawk Ostby,James Gunn,Joe Cornish,Joe Robert Cole,John Francis Daley,Jon Watts,Jonathan Goldstein,Joss Whedon,Justin Theroux,Mark Fergus,Matt Holloway,Paul Rudd,Ryan Coogler,Ryan Fleck,Shane Black,Stephen McFeely,Zack Stentz
178,TONY STARK,“A” I don’t know what your talking about.  “B” I was the backgammon champ at MIT four years running.,Iron Man,2008,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
180,TONY STARK,Please don’t use ‘interesting’ and Cambridge in the same sentence. Is that still a school?,Iron Man,2008,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
182,TONY STARK,Unless they’re teaching.,Iron Man,2008,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
191,PEPPER POTTS,So that’s it?  Everyone’s pulling the plug and moving on...,Iron Man,2008,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
192,JAMES RHODES,There’s nothing left we can do.  If there was any indication Tony was still alive--,Iron Man,2008,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
193,PEPPER POTTS,"Spare me.  I read the official e- mail.  Thought maybe you’d have something different to say. If anyone could figure out how to beat the odds, it’s Tony.  If it was you over there, he’d be finding a way to get you back.  Or inventing a new one. ",Iron Man,2008,53,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
194,JAMES RHODES,What do you want me to do?,Iron Man,2008,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
195,PEPPER POTTS,Be a better friend to him.,Iron Man,2008,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
197,JAMES RHODES,"Going back there, Sir. ",Iron Man,2008,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
199,JAMES RHODES,"Are you blocking my transfer, Sir? ",Iron Man,2008,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
201,JAMES RHODES,"I am, Sir. ",Iron Man,2008,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
203,TONY STARK,We’re ready.  A week of assembly and we’re a go.,Iron Man,2008,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
205,TONY STARK,Right back at ya. You never told me where you’re from.,Iron Man,2008,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
207,TONY STARK,Do you have a family?,Iron Man,2008,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
209,TONY STARK,...no.,Iron Man,2008,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
212,TONY STARK,"Yeah-yeah, enjoy your laundry.",Iron Man,2008,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
215,TONY STARK,"It’s frozen, the systems aren’t talking to each other.  Reset! ",Iron Man,2008,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
217,TONY STARK,Get to your cover.  Remember the checkpoints -- make sure each one is clear before you follow me out. YINSEN!,Iron Man,2008,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
219,TONY STARK,We could’ve made it.  Both of us. You could’ve seen your family again.,Iron Man,2008,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
221,JAMES RHODES,Saving your ass is getting to be a full time job.,Iron Man,2008,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
222,TONY STARK,Help me out of this thing--,Iron Man,2008,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
223,JAMES RHODES,"I got you, pal.",Iron Man,2008,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
224,PEPPER POTTS,Thank you.,Iron Man,2008,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
225,TONY STARK,Your eyes are red.  A few tears for your long-lost boss?,Iron Man,2008,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
226,PEPPER POTTS,Tears of joy.  I hate job hunting.,Iron Man,2008,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
228,TONY STARK,You do something new with your hair?,Iron Man,2008,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
230,PEPPER POTTS,We’re due at the hospital.,Iron Man,2008,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
231,TONY STARK,No -- to the office.    I’ve been in captivity for three months. There’s only two things I want to do.  I want to eat a cheeseburger. And I want to hold a press conference.,Iron Man,2008,38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
233,TONY STARK,You’ll see.  C’mon --,Iron Man,2008,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
234,PEPPER POTTS,"You’ll have to take a seat, Sir. ",Iron Man,2008,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
236,PEPPER POTTS,That’s a mouthful.,Iron Man,2008,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
238,PEPPER POTTS,"Look, Mr. Coulson, we’ve already spoken with the D.O.D., the FBI, the CIA-- ",Iron Man,2008,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
240,PEPPER POTTS,"Well, great, I’ll let him know-- ",Iron Man,2008,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
242,PEPPER POTTS,I’m sure he will.  Now if you could just take your seat.,Iron Man,2008,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
