,character,line,movie,year,words,Christopher Markus,Stephen McFeely,Joss Whedon,Eric Pearson,Craig Kyle,Christopher Yost,Mark Fergus,Hawk Ostby,Art Marcum,Matt Holloway,James Gunn
188,SCOTT LANG,"Problem is, right now, it’s chaos, there’s no way to navigate it.  But what if we could figure out a way to enter the Quantum Realm at a certain point in time...and come out in another.  Like, before Thanos- ",Avengers: Endgame,2019.0,42,True,True,False,False,False,False,False,False,False,False,False
189,STEVE ROGERS,Wait...wait.  Scott.  Are you talking about a time machine?,Avengers: Endgame,2019.0,11,True,True,False,False,False,False,False,False,False,False,False
190,SCOTT LANG,"No, not a machine.  More like a... Yeah, like a time machine.  I know it sounds crazy... ",Avengers: Endgame,2019.0,20,True,True,False,False,False,False,False,False,False,False,False
191,NATASHA ROMANOFF,"Scott, I get emails from a raccoon. Nothing’s crazy anymore. ",Avengers: Endgame,2019.0,11,True,True,False,False,False,False,False,False,False,False,False
192,SCOTT LANG,"So, who do we talk to about this?",Avengers: Endgame,2019.0,8,True,True,False,False,False,False,False,False,False,False,False
193,TONY STARK,Morgan H. Stark.  Chow time.  Want some lunch?,Avengers: Endgame,2019.0,10,True,True,False,False,False,False,False,False,False,False,False
194,MORGAN STARK,Define lunch or be disintegrated.,Avengers: Endgame,2019.0,5,True,True,False,False,False,False,False,False,False,False,False
195,TONY STARK,You should not be wearing that. It’s part of a special anniversary gift I made for Mom.  You thinking about lunch?,Avengers: Endgame,2019.0,22,True,True,False,False,False,False,False,False,False,False,False
196,TONY STARK,Where’d you find this?,Avengers: Endgame,2019.0,4,True,True,False,False,False,False,False,False,False,False,False
197,MORGAN STARK,Garage.,Avengers: Endgame,2019.0,1,True,True,False,False,False,False,False,False,False,False,False
198,TONY STARK,You like going in the garage?  So does Daddy.  It’s all right.  Mommy never wears what I buy her.,Avengers: Endgame,2019.0,22,True,True,False,False,False,False,False,False,False,False,False
199,TONY STARK,I just want to thank you folks for dropping by.  It’s not every day one gets to contemplate biting it on an inter-dimensional timescape.,Avengers: Endgame,2019.0,25,True,True,False,False,False,False,False,False,False,False,False
200,NATASHA ROMANOFF,You’ve got some objections to the plan.,Avengers: Endgame,2019.0,7,True,True,False,False,False,False,False,False,False,False,False
201,TONY STARK,"So you’re calling it a plan.  To me, it sounds like an exotic suicide method.  Not to mention, it’s impossible. ",Avengers: Endgame,2019.0,23,True,True,False,False,False,False,False,False,False,False,False
202,SCOTT LANG,We know what it sounds like.,Avengers: Endgame,2019.0,6,True,True,False,False,False,False,False,False,False,False,False
203,STEVE ROGERS,"Tony, after what you’ve seen, is anything really impossible? ",Avengers: Endgame,2019.0,10,True,True,False,False,False,False,False,False,False,False,False
204,TONY STARK,"Quantum fluctuation kinda messes with the Planck Scale, which then triggers the Deutsch Proposition, can we agree on that? Chai?  In layman’s terms, it means you can cancel your Netflix subscription because you’re not coming home. ",Avengers: Endgame,2019.0,38,True,True,False,False,False,False,False,False,False,False,False
205,SCOTT LANG,I did.,Avengers: Endgame,2019.0,2,True,True,False,False,False,False,False,False,False,False,False
206,TONY STARK,Which was a billion-to-one cosmic fluke.  Now you want to pull a- What are you calling it?,Avengers: Endgame,2019.0,18,True,True,False,False,False,False,False,False,False,False,False
207,SCOTT LANG,A time heist.,Avengers: Endgame,2019.0,3,True,True,False,False,False,False,False,False,False,False,False
208,TONY STARK,"Oh, of course, a time heist, why didn’t we think of this before? Right, because it’s a pipe dream. Who are you again? ",Avengers: Endgame,2019.0,24,True,True,False,False,False,False,False,False,False,False,False
209,SCOTT LANG,Still Scott...,Avengers: Endgame,2019.0,2,True,True,False,False,False,False,False,False,False,False,False
210,STEVE ROGERS,"Tony, the Stones exist in the past. We could get them and bring them here. ",Avengers: Endgame,2019.0,16,True,True,False,False,False,False,False,False,False,False,False
211,NATASHA ROMANOFF,We can snap our own fingers.  We can bring everybody back.,Avengers: Endgame,2019.0,12,True,True,False,False,False,False,False,False,False,False,False
212,TONY STARK,Or screw it up worse than he already has.,Avengers: Endgame,2019.0,9,True,True,False,False,False,False,False,False,False,False,False
213,STEVE ROGERS,I don’t believe we would.,Avengers: Endgame,2019.0,5,True,True,False,False,False,False,False,False,False,False,False
214,TONY STARK,"Gotta say it.  Sometimes I’ve missed that giddy optimism.  Sadly, all your high hopes won’t help me if there’s no logical, tangible way for me to safely execute said “time heist.”  I believe the most likely outcome would be our collective demise. ",Avengers: Endgame,2019.0,46,True,True,False,False,False,False,False,False,False,False,False
215,SCOTT LANG,Not if we strictly follow the rules of time travel.  No talking to our past selves.  No betting on sporting events-,Avengers: Endgame,2019.0,23,True,True,False,False,False,False,False,False,False,False,False
216,TONY STARK,"Stop, Scott.  Stop.  Are you telling me that your plan to save the universe is more than loosely based on Back to the Future? ",Avengers: Endgame,2019.0,27,True,True,False,False,False,False,False,False,False,False,False
217,SCOTT LANG,No...,Avengers: Endgame,2019.0,1,True,True,False,False,False,False,False,False,False,False,False
218,TONY STARK,"Good.  Because that would be horseshit.  Scientifically speaking, your brother’s picture doesn’t disappear just ‘cause you went to the dance with your mom. That’s not how quantum physics works. ",Avengers: Endgame,2019.0,32,True,True,False,False,False,False,False,False,False,False,False
219,NATASHA ROMANOFF,We have to take a stand.,Avengers: Endgame,2019.0,6,True,True,False,False,False,False,False,False,False,False,False
220,TONY STARK,We did stand.  And yet here we are.,Avengers: Endgame,2019.0,9,True,True,False,False,False,False,False,False,False,False,False
221,SCOTT LANG,"Look, Stark-  Can I call you Tony? ",Avengers: Endgame,2019.0,9,True,True,False,False,False,False,False,False,False,False,False
222,TONY STARK,Please don’t-,Avengers: Endgame,2019.0,2,True,True,False,False,False,False,False,False,False,False,False
223,SCOTT LANG,Tony-,Avengers: Endgame,2019.0,1,True,True,False,False,False,False,False,False,False,False,False
224,TONY STARK,Fine.,Avengers: Endgame,2019.0,1,True,True,False,False,False,False,False,False,False,False,False
225,SCOTT LANG,"I get that you’ve got a lot on the line, here.  You’ve got a wife.  A daughter.  But I lost someone very important - a lot of us did - and now we have a chance to save her, and everyone else, and you won’t even- ",Avengers: Endgame,2019.0,50,True,True,False,False,False,False,False,False,False,False,False
226,TONY STARK,"No, Scott.  I won’t.  Even.",Avengers: Endgame,2019.0,7,True,True,False,False,False,False,False,False,False,False,False
227,MORGAN STARK,Mommy told me to come save you.,Avengers: Endgame,2019.0,7,True,True,False,False,False,False,False,False,False,False,False
228,TONY STARK,Good job.  I’m saved.  I wish you were coming here to ask me something else.  I’m honestly happy to see you.  If you want to stay- ,Avengers: Endgame,2019.0,31,True,True,False,False,False,False,False,False,False,False,False
229,STEVE ROGERS,"Tony, I get it.  And I’m happy for you.  I am.  But this is a second chance. ",Avengers: Endgame,2019.0,21,True,True,False,False,False,False,False,False,False,False,False
230,TONY STARK,"Yeah, well, I got my second chance right here.  I can’t roll the dice on it.  The table is set for six. If you don’t talk shop, you’re welcome to stay for lunch.",Avengers: Endgame,2019.0,35,True,True,False,False,False,False,False,False,False,False,False
231,NATASHA ROMANOFF,He’s scared.,Avengers: Endgame,2019.0,2,True,True,False,False,False,False,False,False,False,False,False
232,STEVE ROGERS,He’s not wrong.,Avengers: Endgame,2019.0,3,True,True,False,False,False,False,False,False,False,False,False
233,SCOTT LANG,What are we gonna do?  We need him. You want to stop?,Avengers: Endgame,2019.0,13,True,True,False,False,False,False,False,False,False,False,False
234,STEVE ROGERS,No.  I want to do it right. We’re going to need a really big brain.,Avengers: Endgame,2019.0,16,True,True,False,False,False,False,False,False,False,False,False
235,SCOTT LANG,Bigger than his?,Avengers: Endgame,2019.0,3,True,True,False,False,False,False,False,False,False,False,False
236,SCOTT LANG,I’m confused.,Avengers: Endgame,2019.0,2,True,True,False,False,False,False,False,False,False,False,False
237,BRUCE BANNER,These are confusing times.,Avengers: Endgame,2019.0,4,True,True,False,False,False,False,False,False,False,False,False
238,SCOTT LANG,"No, that’s not what I’m- ",Avengers: Endgame,2019.0,6,True,True,False,False,False,False,False,False,False,False,False
239,BRUCE BANNER,"I’m kidding, I get it.  It’s crazy. I wear shirts now! ",Avengers: Endgame,2019.0,13,True,True,False,False,False,False,False,False,False,False,False
240,SCOTT LANG,But why?,Avengers: Endgame,2019.0,2,True,True,False,False,False,False,False,False,False,False,False
241,BRUCE BANNER,"Five years ago, we got our asses kicked, right?",Avengers: Endgame,2019.0,9,True,True,False,False,False,False,False,False,False,False,False
242,STEVE ROGERS,He’s heard.,Avengers: Endgame,2019.0,2,True,True,False,False,False,False,False,False,False,False,False
243,BRUCE BANNER,It was worse for me.  Because I lost twice.  First Hulk lost.  Then Banner lost.  Then we all lost.,Avengers: Endgame,2019.0,23,True,True,False,False,False,False,False,False,False,False,False
244,NATASHA ROMANOFF,"No one blamed you, Bruce. ",Avengers: Endgame,2019.0,6,True,True,False,False,False,False,False,False,False,False,False
245,BRUCE BANNER,"I did-  I feel like I’m the only one eating.  Here, try some.",Avengers: Endgame,2019.0,15,True,True,False,False,False,False,False,False,False,False,False
246,BRUCE BANNER,"Thing is, I kept thinking, it didn’t have to be that way.  That the best of Banner and best of Hulk, if they’d worked together, maybe they could’ve stopped Thanos. ",Avengers: Endgame,2019.0,32,True,True,False,False,False,False,False,False,False,False,False
247,SCOTT LANG,Okay.  But how did...this happen?,Avengers: Endgame,2019.0,6,True,True,False,False,False,False,False,False,False,False,False
248,BRUCE BANNER,"For years I treated the Hulk like a disease, something to get rid of. But when I started treating him like the cure...",Avengers: Endgame,2019.0,23,True,True,False,False,False,False,False,False,False,False,False
249,BRUCE BANNER,Eighteen months in the Gamma Lab. I put the brains and the brawn together.  And now look at me. Best of both worlds.,Avengers: Endgame,2019.0,24,True,True,False,False,False,False,False,False,False,False,False
250,AVENGERS KID,Mr. Hulk?  Can we get a picture?,Avengers: Endgame,2019.0,8,True,True,False,False,False,False,False,False,False,False,False
251,BRUCE BANNER,"100%, little lady.",Avengers: Endgame,2019.0,3,True,True,False,False,False,False,False,False,False,False,False
252,BRUCE BANNER,"Thanks, pal.  Hulk out! ",Avengers: Endgame,2019.0,6,True,True,False,False,False,False,False,False,False,False,False
253,STEVE ROGERS,"So, Bruce, about what we said- ",Avengers: Endgame,2019.0,7,True,True,False,False,False,False,False,False,False,False,False
254,BRUCE BANNER,"The time travel do-over?  I don’t know, that’s kind of outside my field of expertise...",Avengers: Endgame,2019.0,16,True,True,False,False,False,False,False,False,False,False,False
255,NATASHA ROMANOFF,"You pulled this off.  I remember a time that was impossible, too. ",Avengers: Endgame,2019.0,14,True,True,False,False,False,False,False,False,False,False,False
256,BRUCE BANNER,"I’m supposed to be on Oprah next week, but I guess I could move things around.",Avengers: Endgame,2019.0,16,True,True,False,False,False,False,False,False,False,False,False
257,TONY STARK,"Friday, you up? ",Avengers: Endgame,2019.0,4,True,True,False,False,False,False,False,False,False,False,False
258,FRIDAY,"Yes, sir. ",Avengers: Endgame,2019.0,3,True,True,False,False,False,False,False,False,False,False,False
259,TONY STARK,"I’ve had a mild inspiration, like to see if it checks out.  I would like to run one last sim before we pack it in for the night.  This time, in the shape of a Mobius Strip, inverted. ",Avengers: Endgame,2019.0,41,True,True,False,False,False,False,False,False,False,False,False
260,FRIDAY,Processing. The model forms.,Avengers: Endgame,2019.0,4,True,True,False,False,False,False,False,False,False,False,False
261,TONY STARK,"All right, give me the eigenvalue of that particle, factoring in spectral decomp.  Run it.  That’ll take a second.  And don’t worry if it doesn’t pan out, I’m just kind of... ",Avengers: Endgame,2019.0,35,True,True,False,False,False,False,False,False,False,False,False
